c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu	 pfavg	 pbavg
1.19432e-005	0	6.03149e-006	5.85641e-006	5.94395e-006	0.0175078	1.25893e-011	0.00406542	0.165941	0.16476
1.19432e-005	0	6.02423e-006	5.84923e-006	5.93673e-006	0.0175007	1.58489e-011	0.0040654	0.165773	0.164592
1.19432e-005	0	6.01512e-006	5.8402e-006	5.92766e-006	0.0174918	1.99526e-011	0.00406537	0.165562	0.164381
1.19432e-005	0	6.00367e-006	5.82887e-006	5.91627e-006	0.0174805	2.51189e-011	0.00406533	0.165297	0.164117
1.19432e-005	0	5.98932e-006	5.81465e-006	5.90198e-006	0.0174664	3.16228e-011	0.00406527	0.164965	0.163784
1.19432e-005	0	5.97132e-006	5.79684e-006	5.88408e-006	0.0174486	3.98107e-011	0.00406518	0.164548	0.163367
1.19432e-005	0	5.9488e-006	5.77454e-006	5.86167e-006	0.0174262	5.01187e-011	0.00406504	0.164025	0.162845
1.19432e-005	0	5.92065e-006	5.74667e-006	5.83366e-006	0.0173981	6.30957e-011	0.00406483	0.163371	0.162191
1.19432e-005	0	5.88552e-006	5.71189e-006	5.79871e-006	0.0173628	7.94328e-011	0.00406451	0.162554	0.161373
1.19432e-005	0	5.84179e-006	5.66861e-006	5.7552e-006	0.0173185	1e-010	0.00406401	0.161534	0.160354
1.19432e-005	0	5.78752e-006	5.61489e-006	5.7012e-006	0.0172629	1.25893e-010	0.00406325	0.160265	0.159084
1.19432e-005	0	5.72036e-006	5.54842e-006	5.63439e-006	0.0171934	1.58489e-010	0.00406206	0.158689	0.157509
1.19432e-005	0	5.63764e-006	5.46658e-006	5.55211e-006	0.0171063	1.99526e-010	0.00406022	0.15674	0.15556
1.19432e-005	0	5.53631e-006	5.36633e-006	5.45132e-006	0.0169976	2.51189e-010	0.0040574	0.15434	0.153162
1.19432e-005	0	5.41297e-006	5.24435e-006	5.32866e-006	0.0168622	3.16228e-010	0.00405306	0.151401	0.150224
1.19432e-005	0	5.26405e-006	5.09712e-006	5.18058e-006	0.0166938	3.98107e-010	0.00404643	0.147825	0.14665
1.19432e-005	0	5.08598e-006	4.92113e-006	5.00355e-006	0.016485	5.01187e-010	0.00403636	0.143511	0.142338
1.19432e-005	0	4.87549e-006	4.71321e-006	4.79435e-006	0.0162274	6.30957e-010	0.0040212	0.138355	0.137187
1.19432e-005	0	4.6301e-006	4.47099e-006	4.55055e-006	0.015911	7.94328e-010	0.00399862	0.132267	0.131105
1.19432e-005	0	4.34863e-006	4.19338e-006	4.27101e-006	0.0155246	1e-009	0.00396543	0.125179	0.124027
1.19432e-005	0	4.03177e-006	3.88121e-006	3.95649e-006	0.0150564	1.25893e-009	0.00391742	0.117063	0.115925
1.19432e-005	0	3.68252e-006	3.53758e-006	3.61005e-006	0.0144942	1.58489e-009	0.00384928	0.107946	0.106828
1.19432e-005	0	3.30676e-006	3.16849e-006	3.23762e-006	0.0138267	1.99526e-009	0.00375474	0.0979298	0.0968393
1.19432e-005	0	2.91302e-006	2.78257e-006	2.8478e-006	0.0130448	2.51189e-009	0.00362699	0.087199	0.0861456
1.19432e-005	0	2.51199e-006	2.39056e-006	2.45127e-006	0.0121435	3.16228e-009	0.00345943	0.0760147	0.07501
1.19432e-005	0	2.11582e-006	2.00457e-006	2.06019e-006	0.0111247	3.98107e-009	0.00324698	0.064707	0.063764
1.19432e-005	0	1.73679e-006	1.6368e-006	1.6868e-006	0.00999888	5.01187e-009	0.00298756	0.0536429	0.0527753
1.19432e-005	0	1.3861e-006	1.29823e-006	1.34217e-006	0.00878725	6.30957e-009	0.0026836	0.0431894	0.0424101
1.19432e-005	0	1.07276e-006	9.97533e-007	1.03515e-006	0.00752244	7.94328e-009	0.00234301	0.0336725	0.032992
1.19432e-005	0	8.02794e-007	7.40323e-007	7.71558e-007	0.00624712	1e-008	0.00197926	0.0253415	0.0247667
1.19432e-005	0	5.78988e-007	5.28882e-007	5.53935e-007	0.00501054	1.25893e-008	0.00161017	0.0183464	0.0178788
1.19432e-005	0	4.00857e-007	3.62233e-007	3.81545e-007	0.00386236	1.58489e-008	0.00125532	0.0127263	0.0123618
1.19432e-005	0	2.65268e-007	2.368e-007	2.51034e-007	0.00284682	1.99526e-008	0.000933255	0.0084223	0.00815131
1.19432e-005	0	1.66962e-007	1.47009e-007	1.56986e-007	0.00199531	2.51189e-008	0.000658198	0.00529234	0.00510123
1.19432e-005	0	9.93947e-008	8.61752e-008	9.27849e-008	0.00132195	3.16228e-008	0.000437936	0.0031405	0.00301335
1.19432e-005	0	5.56389e-008	4.74109e-008	5.15249e-008	0.000822797	3.98107e-008	0.000273326	0.0017499	0.00167055
1.19432e-005	0	2.91115e-008	2.43303e-008	2.67209e-008	0.00047812	5.01187e-008	0.00015909	0.000910246	0.000864063
1.19432e-005	0	1.41586e-008	1.15797e-008	1.28691e-008	0.000257895	6.30957e-008	8.58912e-005	0.000439631	0.000414699
1.19432e-005	0	6.3756e-009	5.08986e-009	5.73273e-009	0.000128574	7.94328e-008	4.28416e-005	0.000196385	0.000183951
1.19432e-005	0	2.65655e-009	2.06464e-009	2.36059e-009	5.91908e-005	1e-007	1.97272e-005	8.10953e-005	7.53704e-005
1.19432e-005	0	1.03017e-009	7.77237e-010	9.03705e-010	2.52935e-005	1.25893e-007	8.43065e-006	3.1136e-005	2.86897e-005
1.19432e-005	0	3.7731e-010	2.75569e-010	3.2644e-010	1.01741e-005	1.58489e-007	3.39131e-006	1.12807e-005	1.02968e-005
1.19432e-005	0	1.33829e-010	9.43721e-011	1.14101e-010	3.94572e-006	1.99526e-007	1.31523e-006	3.95497e-006	3.57342e-006
1.19432e-005	0	4.73071e-011	3.21447e-011	3.97259e-011	1.51625e-006	2.51189e-007	5.05414e-007	1.38119e-006	1.23458e-006
1.19432e-005	0	1.70521e-011	1.11531e-011	1.41026e-011	5.89893e-007	3.16228e-007	1.96631e-007	4.91799e-007	4.34763e-007
1.19432e-005	0	6.38144e-012	4.01694e-012	5.19919e-012	2.36451e-007	3.98107e-007	7.88168e-008	1.81853e-007	1.58989e-007
1.19432e-005	0	2.54002e-012	1.53715e-012	2.03858e-012	1.00287e-007	5.01187e-007	3.3429e-008	7.15191e-008	6.18208e-008
1.19432e-005	0	1.11172e-012	6.43505e-013	8.77613e-013	4.68217e-008	6.30957e-007	1.56072e-008	3.08839e-008	2.63566e-008
1.19432e-005	0	5.50394e-013	3.01547e-013	4.25971e-013	2.48847e-008	7.94328e-007	8.2949e-009	1.50346e-008	1.26301e-008
1.19432e-005	0	3.10136e-013	1.58831e-013	2.34483e-013	1.51305e-008	1e-006	5.04351e-009	8.29657e-009	6.83649e-009
1.19432e-005	0	1.94976e-013	9.23911e-014	1.43684e-013	1.02585e-008	1.25893e-006	3.4195e-009	5.09282e-009	4.10458e-009
1.19432e-005	0	1.32585e-013	5.77076e-014	9.51465e-014	7.48778e-009	1.58489e-006	2.49593e-009	3.37594e-009	2.65595e-009
1.19432e-005	0	9.52536e-014	3.78541e-014	6.65538e-014	5.73995e-009	1.99526e-006	1.91332e-009	2.36222e-009	1.81136e-009
1.19432e-005	0	7.14919e-014	2.57952e-014	4.86436e-014	4.56967e-009	2.51189e-006	1.52322e-009	1.72572e-009	1.28809e-009
1.19432e-005	0	5.58862e-014	1.81826e-014	3.70344e-014	3.77036e-009	3.16228e-006	1.25679e-009	1.31176e-009	9.51513e-010
1.19432e-005	0	4.53853e-014	1.31636e-014	2.92745e-014	3.22217e-009	3.98107e-006	1.07406e-009	1.03307e-009	7.26113e-010
1.19432e-005	0	3.80209e-014	9.65428e-015	2.38376e-014	2.83666e-009	5.01187e-006	9.45554e-010	8.34894e-010	5.65801e-010
1.19432e-005	0	3.25478e-014	7.07365e-015	1.98107e-014	2.54742e-009	6.30957e-006	8.49139e-010	6.84775e-010	4.44577e-010
1.19432e-005	0	2.8161e-014	5.13076e-015	1.66459e-014	2.30303e-009	7.94328e-006	7.67676e-010	5.644e-010	3.48922e-010
1.19432e-005	0	2.42412e-014	3.6597e-015	1.39504e-014	2.05815e-009	1e-005	6.86049e-010	4.62035e-010	2.71078e-010
1.89287e-005	0	9.56874e-006	9.29116e-006	9.42995e-006	0.0277579	1e-011	0.00535626	0.239912	0.238356
1.89287e-005	0	9.55959e-006	9.2821e-006	9.42084e-006	0.027749	1.25893e-011	0.005357	0.239736	0.23818
1.89287e-005	0	9.54808e-006	9.2707e-006	9.40939e-006	0.0277377	1.58489e-011	0.00535794	0.239515	0.237959
1.89287e-005	0	9.53363e-006	9.25639e-006	9.39501e-006	0.0277235	1.99526e-011	0.00535911	0.239238	0.237681
1.89287e-005	0	9.51549e-006	9.23843e-006	9.37696e-006	0.0277057	2.51189e-011	0.00536057	0.238889	0.237332
1.89287e-005	0	9.49274e-006	9.2159e-006	9.35432e-006	0.0276832	3.16228e-011	0.00536239	0.238451	0.236893
1.89287e-005	0	9.46422e-006	9.18767e-006	9.32594e-006	0.027655	3.98107e-011	0.00536466	0.237901	0.236343
1.89287e-005	0	9.42852e-006	9.15233e-006	9.29042e-006	0.0276196	5.01187e-011	0.00536747	0.237211	0.235652
1.89287e-005	0	9.3839e-006	9.10815e-006	9.24603e-006	0.027575	6.30957e-011	0.00537095	0.236348	0.234788
1.89287e-005	0	9.32823e-006	9.05304e-006	9.19063e-006	0.0275191	7.94328e-011	0.00537521	0.235268	0.233707
1.89287e-005	0	9.25892e-006	8.98443e-006	9.12168e-006	0.0274489	1e-010	0.00538042	0.233919	0.232357
1.89287e-005	0	9.17289e-006	8.89929e-006	9.03609e-006	0.0273608	1.25893e-010	0.0053867	0.232239	0.230674
1.89287e-005	0	9.06645e-006	8.79395e-006	8.9302e-006	0.0272505	1.58489e-010	0.00539422	0.230149	0.228582
1.89287e-005	0	8.93535e-006	8.66422e-006	8.79979e-006	0.0271126	1.99526e-010	0.00540305	0.22756	0.225991
1.89287e-005	0	8.77475e-006	8.50535e-006	8.64005e-006	0.0269403	2.51189e-010	0.0054132	0.224364	0.222792
1.89287e-005	0	8.57927e-006	8.31201e-006	8.44564e-006	0.0267256	3.16228e-010	0.00542451	0.220439	0.218864
1.89287e-005	0	8.34324e-006	8.07865e-006	8.21094e-006	0.0264587	3.98107e-010	0.0054365	0.215648	0.214069
1.89287e-005	0	8.06099e-006	7.79971e-006	7.93035e-006	0.0261279	5.01187e-010	0.00544825	0.209841	0.208258
1.89287e-005	0	7.72738e-006	7.47019e-006	7.59878e-006	0.0257195	6.30957e-010	0.00545811	0.202866	0.201281
1.89287e-005	0	7.33846e-006	7.08628e-006	7.21237e-006	0.025218	7.94328e-010	0.00546339	0.194581	0.192994
1.89287e-005	0	6.89234e-006	6.64628e-006	6.76931e-006	0.0246056	1e-009	0.00545996	0.184865	0.183279
1.89287e-005	0	6.39014e-006	6.1515e-006	6.27082e-006	0.0238636	1.25893e-009	0.00544187	0.173647	0.172067
1.89287e-005	0	5.83659e-006	5.60687e-006	5.72173e-006	0.0229725	1.58489e-009	0.00540094	0.160926	0.159358
1.89287e-005	0	5.24103e-006	5.02188e-006	5.13146e-006	0.0219145	1.99526e-009	0.00532678	0.146804	0.145256
1.89287e-005	0	4.61698e-006	4.41022e-006	4.5136e-006	0.0206752	2.51189e-009	0.00520709	0.131498	0.129986
1.89287e-005	0	3.98137e-006	3.7889e-006	3.88514e-006	0.0192468	3.16228e-009	0.00502882	0.11535	0.113889
1.89287e-005	0	3.35346e-006	3.17713e-006	3.2653e-006	0.0176321	3.98107e-009	0.00478019	0.0988165	0.0974282
1.89287e-005	0	2.75272e-006	2.59424e-006	2.67348e-006	0.0158477	5.01187e-009	0.00445347	0.0824343	0.0811409
1.89287e-005	0	2.1969e-006	2.05762e-006	2.12726e-006	0.0139273	6.30957e-009	0.00404803	0.066766	0.0655903
1.89287e-005	0	1.70026e-006	1.58104e-006	1.64065e-006	0.0119227	7.94328e-009	0.00357277	0.052338	0.0513004
1.89287e-005	0	1.27238e-006	1.17337e-006	1.22288e-006	0.00990134	1e-008	0.00304699	0.0395781	0.0386932
1.89287e-005	0	9.17664e-007	8.3825e-007	8.77957e-007	0.00794143	1.25893e-008	0.00249875	0.0287692	0.0280435
1.89287e-005	0	6.35336e-007	5.74119e-007	6.04728e-007	0.00612163	1.58489e-008	0.0019607	0.0200214	0.019452
1.89287e-005	0	4.20436e-007	3.75315e-007	3.97875e-007	0.00451205	1.99526e-008	0.0014649	0.0132834	0.0128581
1.89287e-005	0	2.64626e-007	2.33001e-007	2.48813e-007	0.00316246	2.51189e-008	0.00103688	0.00836217	0.0080611
1.89287e-005	0	1.57535e-007	1.36583e-007	1.47059e-007	0.00209522	3.16228e-008	0.000691608	0.00496838	0.00476758
1.89287e-005	0	8.81846e-008	7.51437e-008	8.16642e-008	0.00130409	3.98107e-008	0.000432339	0.00277066	0.00264514
1.89287e-005	0	4.61401e-008	3.85621e-008	4.23511e-008	0.000757795	5.01187e-008	0.000251887	0.00144192	0.0013688
1.89287e-005	0	2.24406e-008	1.83531e-008	2.03969e-008	0.000408749	6.30957e-008	0.000136065	0.000696612	0.000657116
1.89287e-005	0	1.0105e-008	8.06714e-009	9.08606e-009	0.000203783	7.94328e-008	6.78865e-005	0.000311224	0.000291521
1.89287e-005	0	4.21048e-009	3.27234e-009	3.74141e-009	9.38142e-005	1e-007	3.12636e-005	0.000128525	0.000119453
1.89287e-005	0	1.63277e-009	1.23188e-009	1.43232e-009	4.00888e-005	1.25893e-007	1.33616e-005	4.9348e-005	4.54709e-005
1.89287e-005	0	5.98016e-010	4.36762e-010	5.17389e-010	1.61255e-005	1.58489e-007	5.37497e-006	1.78792e-005	1.63198e-005
1.89287e-005	0	2.12112e-010	1.49575e-010	1.80843e-010	6.25376e-006	1.99526e-007	2.08456e-006	6.26839e-006	5.66367e-006
1.89287e-005	0	7.49792e-011	5.09476e-011	6.29634e-011	2.40317e-006	2.51189e-007	8.01052e-007	2.1891e-006	1.95674e-006
1.89287e-005	0	2.70266e-011	1.76771e-011	2.23519e-011	9.34948e-007	3.16228e-007	3.11649e-007	7.79475e-007	6.89075e-007
1.89287e-005	0	1.01142e-011	6.36663e-012	8.24043e-012	3.74761e-007	3.98107e-007	1.2492e-007	2.88227e-007	2.51989e-007
1.89287e-005	0	4.02579e-012	2.43629e-012	3.23104e-012	1.5895e-007	5.01187e-007	5.29832e-008	1.13354e-007	9.79826e-008
1.89287e-005	0	1.76202e-012	1.01992e-012	1.39097e-012	7.42098e-008	6.30957e-007	2.47366e-008	4.89492e-008	4.17737e-008
1.89287e-005	0	8.72345e-013	4.77936e-013	6.7514e-013	3.94409e-008	7.94328e-007	1.3147e-008	2.3829e-008	2.0018e-008
1.89287e-005	0	4.91549e-013	2.51738e-013	3.71643e-013	2.39811e-008	1e-006	7.99369e-009	1.31496e-008	1.08355e-008
1.89287e-005	0	3.09026e-013	1.46435e-013	2.27731e-013	1.62591e-008	1.25893e-006	5.41972e-009	8.07185e-009	6.50553e-009
1.89287e-005	0	2.10141e-013	9.14633e-014	1.50802e-013	1.18677e-008	1.58489e-006	3.95591e-009	5.35068e-009	4.20954e-009
1.89287e-005	0	1.50972e-013	5.99966e-014	1.05484e-013	9.09751e-009	1.99526e-006	3.0325e-009	3.74399e-009	2.87091e-009
1.89287e-005	0	1.13311e-013	4.0884e-014	7.70974e-014	7.24267e-009	2.51189e-006	2.41422e-009	2.73517e-009	2.04154e-009
1.89287e-005	0	8.85765e-014	2.88184e-014	5.86975e-014	5.97582e-009	3.16228e-006	1.99194e-009	2.07906e-009	1.5081e-009
1.89287e-005	0	7.19332e-014	2.08636e-014	4.63984e-014	5.10697e-009	3.98107e-006	1.70232e-009	1.63736e-009	1.15085e-009
1.89287e-005	0	6.0261e-014	1.53015e-014	3.77813e-014	4.49595e-009	5.01187e-006	1.49865e-009	1.32326e-009	8.96763e-010
1.89287e-005	0	5.15865e-014	1.12114e-014	3.13989e-014	4.03752e-009	6.30957e-006	1.34584e-009	1.08533e-009	7.0463e-010
1.89287e-005	0	4.46337e-014	8.13197e-015	2.63828e-014	3.65017e-009	7.94328e-006	1.21672e-009	8.94543e-010	5.53023e-010
1.89287e-005	0	3.84209e-014	5.80042e-015	2.21107e-014	3.26205e-009	1e-005	1.08735e-009	7.323e-010	4.29643e-010
3e-005	0	1.51652e-005	1.47253e-005	1.49452e-005	0.0439927	1e-011	0.00653349	0.333441	0.331544
3e-005	0	1.51507e-005	1.47109e-005	1.49308e-005	0.0439785	1.25893e-011	0.00653558	0.333227	0.331329
3e-005	0	1.51325e-005	1.46929e-005	1.49127e-005	0.0439606	1.58489e-011	0.0065382	0.332957	0.331059
3e-005	0	1.51096e-005	1.46702e-005	1.48899e-005	0.0439382	1.99526e-011	0.00654149	0.332619	0.330719
3e-005	0	1.50808e-005	1.46417e-005	1.48613e-005	0.0439099	2.51189e-011	0.00654562	0.332193	0.330292
3e-005	0	1.50448e-005	1.4606e-005	1.48254e-005	0.0438743	3.16228e-011	0.0065508	0.331658	0.329756
3e-005	0	1.49996e-005	1.45613e-005	1.47804e-005	0.0438296	3.98107e-011	0.00655727	0.330987	0.329083
3e-005	0	1.4943e-005	1.45052e-005	1.47241e-005	0.0437734	5.01187e-011	0.00656536	0.330145	0.328238
3e-005	0	1.48723e-005	1.44352e-005	1.46537e-005	0.0437028	6.30957e-011	0.00657544	0.329089	0.327179
3e-005	0	1.4784e-005	1.43479e-005	1.4566e-005	0.0436141	7.94328e-011	0.00658798	0.327767	0.325854
3e-005	0	1.46742e-005	1.42392e-005	1.44567e-005	0.0435029	1e-010	0.00660352	0.326115	0.324197
3e-005	0	1.45378e-005	1.41042e-005	1.4321e-005	0.0433633	1.25893e-010	0.0066227	0.324052	0.322128
3e-005	0	1.43691e-005	1.39373e-005	1.41532e-005	0.0431886	1.58489e-010	0.00664624	0.321482	0.319552
3e-005	0	1.41614e-005	1.37317e-005	1.39465e-005	0.0429699	1.99526e-010	0.00667494	0.31829	0.316351
3e-005	0	1.39068e-005	1.34799e-005	1.36933e-005	0.0426969	2.51189e-010	0.00670961	0.314339	0.31239
3e-005	0	1.3597e-005	1.31735e-005	1.33852e-005	0.0423566	3.16228e-010	0.00675101	0.309468	0.307507
3e-005	0	1.32229e-005	1.28036e-005	1.30133e-005	0.0419336	3.98107e-010	0.00679968	0.303494	0.30152
3e-005	0	1.27756e-005	1.23615e-005	1.25686e-005	0.0414093	5.01187e-010	0.00685569	0.296215	0.294224
3e-005	0	1.22469e-005	1.18393e-005	1.20431e-005	0.0407621	6.30957e-010	0.0069183	0.287414	0.285405
3e-005	0	1.16305e-005	1.12308e-005	1.14307e-005	0.0399672	7.94328e-010	0.0069854	0.276875	0.274846
3e-005	0	1.09235e-005	1.05335e-005	1.07285e-005	0.0389967	1e-009	0.00705282	0.264399	0.26235
3e-005	0	1.01275e-005	9.74932e-006	9.93843e-006	0.0378208	1.25893e-009	0.00711343	0.249834	0.247768
3e-005	0	9.25024e-006	8.88615e-006	9.0682e-006	0.0364085	1.58489e-009	0.00715626	0.233106	0.231028
3e-005	0	8.30635e-006	7.95903e-006	8.13269e-006	0.0347316	1.99526e-009	0.00716573	0.214267	0.212185
3e-005	0	7.31731e-006	6.98963e-006	7.15347e-006	0.0327675	2.51189e-009	0.00712156	0.193523	0.191455
3e-005	0	6.30995e-006	6.00491e-006	6.15743e-006	0.0305037	3.16228e-009	0.00699982	0.17126	0.169227
3e-005	0	5.31479e-006	5.03535e-006	5.17507e-006	0.0279446	3.98107e-009	0.00677572	0.148054	0.146086
3e-005	0	4.3627e-006	4.11153e-006	4.23712e-006	0.0251165	5.01187e-009	0.00642824	0.124638	0.122771
3e-005	0	3.4818e-006	3.26107e-006	3.37143e-006	0.022073	6.30957e-009	0.00594617	0.101838	0.100111
3e-005	0	2.69469e-006	2.50574e-006	2.60021e-006	0.0188959	7.94328e-009	0.00533397	0.0804848	0.0789357
3e-005	0	2.01656e-006	1.85964e-006	1.9381e-006	0.0156923	1e-008	0.00461523	0.0613067	0.0599664
3e-005	0	1.45438e-006	1.32852e-006	1.39145e-006	0.0125861	1.25893e-008	0.00383171	0.0448407	0.043728
3e-005	0	1.00692e-006	9.09905e-007	9.58414e-007	0.00970198	1.58489e-008	0.00303686	0.0313639	0.030482
3e-005	0	6.66336e-007	5.94826e-007	6.30581e-007	0.00715101	1.99526e-008	0.00228654	0.0208901	0.0202262
3e-005	0	4.19397e-007	3.69276e-007	3.94337e-007	0.00501209	2.51189e-008	0.00162763	0.0131884	0.0127158
3e-005	0	2.49673e-007	2.16466e-007	2.33069e-007	0.00332064	3.16228e-008	0.00108988	0.00785141	0.00753497
3e-005	0	1.39761e-007	1.19093e-007	1.29427e-007	0.00206681	3.98107e-008	0.00068303	0.00438402	0.00418572
3e-005	0	7.3126e-008	6.1116e-008	6.7121e-008	0.00120101	5.01187e-008	0.00039855	0.00228333	0.00216763
3e-005	0	3.55655e-008	2.90873e-008	3.23264e-008	0.000647814	6.30957e-008	0.000215473	0.00110359	0.00104104
3e-005	0	1.60151e-008	1.27854e-008	1.44002e-008	0.000322969	7.94328e-008	0.000107553	0.00049316	0.000461944
3e-005	0	6.67306e-009	5.18623e-009	5.92964e-009	0.000148683	1e-007	4.95415e-005	0.000203681	0.000189304
3e-005	0	2.58772e-009	1.95237e-009	2.27004e-009	6.35355e-005	1.25893e-007	2.11753e-005	7.82079e-005	7.20635e-005
3e-005	0	9.47778e-010	6.9221e-010	8.19994e-010	2.55568e-005	1.58489e-007	8.51846e-006	2.83359e-005	2.58645e-005
3e-005	0	3.3617e-010	2.37056e-010	2.86613e-010	9.91139e-006	1.99526e-007	3.30373e-006	9.93454e-006	8.97615e-006
3e-005	0	1.18832e-010	8.07453e-011	9.97888e-011	3.80871e-006	2.51189e-007	1.26956e-006	3.46944e-006	3.10117e-006
3e-005	0	4.28336e-011	2.80159e-011	3.54248e-011	1.48177e-006	3.16228e-007	4.93922e-007	1.23537e-006	1.09209e-006
3e-005	0	1.60297e-011	1.00903e-011	1.306e-011	5.93948e-007	3.98107e-007	1.97982e-007	4.56802e-007	3.9937e-007
3e-005	0	6.38035e-012	3.86121e-012	5.12078e-012	2.51914e-007	5.01187e-007	8.39714e-008	1.79651e-007	1.5529e-007
3e-005	0	2.79257e-012	1.61644e-012	2.2045e-012	1.17613e-007	6.30957e-007	3.92043e-008	7.75782e-008	6.62059e-008
3e-005	0	1.38255e-012	7.57466e-013	1.07001e-012	6.25087e-008	7.94328e-007	2.08362e-008	3.77658e-008	3.17259e-008
3e-005	0	7.79041e-013	3.98972e-013	5.89006e-013	3.80069e-008	1e-006	1.2669e-008	2.08404e-008	1.71728e-008
3e-005	0	4.89766e-013	2.3208e-013	3.60923e-013	2.57686e-008	1.25893e-006	8.58954e-009	1.27928e-008	1.03104e-008
3e-005	0	3.33045e-013	1.44957e-013	2.39001e-013	1.88088e-008	1.58489e-006	6.2696e-009	8.48013e-009	6.67157e-009
3e-005	0	2.39271e-013	9.50869e-014	1.67179e-013	1.44184e-008	1.99526e-006	4.80612e-009	5.93373e-009	4.55002e-009
3e-005	0	1.79583e-013	6.47959e-014	1.22189e-013	1.14787e-008	2.51189e-006	3.82623e-009	4.33489e-009	3.23558e-009
3e-005	0	1.40382e-013	4.56734e-014	9.30278e-014	9.47089e-009	3.16228e-006	3.15696e-009	3.29504e-009	2.39013e-009
3e-005	0	1.14005e-013	3.3066e-014	7.35354e-014	8.09388e-009	3.98107e-006	2.69796e-009	2.595e-009	1.82395e-009
3e-005	0	9.55059e-014	2.42509e-014	5.98784e-014	7.1255e-009	5.01187e-006	2.37517e-009	2.0972e-009	1.42125e-009
3e-005	0	8.17579e-014	1.77685e-014	4.97632e-014	6.39894e-009	6.30957e-006	2.13298e-009	1.72011e-009	1.11675e-009
3e-005	0	7.07386e-014	1.28881e-014	4.18134e-014	5.78505e-009	7.94328e-006	1.92835e-009	1.41773e-009	8.76469e-010
3e-005	0	6.08922e-014	9.19291e-015	3.50425e-014	5.16993e-009	1e-005	1.72331e-009	1.1606e-009	6.80929e-010
4.75468e-005	0	2.40353e-005	2.33381e-005	2.36867e-005	0.0697241	1e-011	0.00725753	0.442223	0.440115
4.75468e-005	0	2.40123e-005	2.33153e-005	2.36638e-005	0.0697016	1.25893e-011	0.00726137	0.441986	0.439877
4.75468e-005	0	2.39834e-005	2.32867e-005	2.36351e-005	0.0696732	1.58489e-011	0.00726621	0.441686	0.439576
4.75468e-005	0	2.39471e-005	2.32508e-005	2.3599e-005	0.0696376	1.99526e-011	0.00727228	0.44131	0.439198
4.75468e-005	0	2.39016e-005	2.32057e-005	2.35536e-005	0.0695928	2.51189e-011	0.00727991	0.440838	0.438723
4.75468e-005	0	2.38444e-005	2.31491e-005	2.34967e-005	0.0695364	3.16228e-011	0.00728949	0.440243	0.438126
4.75468e-005	0	2.37728e-005	2.30781e-005	2.34255e-005	0.0694655	3.98107e-011	0.00730151	0.439497	0.437376
4.75468e-005	0	2.36831e-005	2.29894e-005	2.33362e-005	0.0693765	5.01187e-011	0.00731656	0.438559	0.436434
4.75468e-005	0	2.35711e-005	2.28784e-005	2.32247e-005	0.0692646	6.30957e-011	0.0073354	0.437383	0.435253
4.75468e-005	0	2.34312e-005	2.274e-005	2.30856e-005	0.069124	7.94328e-011	0.00735894	0.435909	0.433772
4.75468e-005	0	2.32571e-005	2.25676e-005	2.29124e-005	0.0689477	1e-010	0.0073883	0.434063	0.431917
4.75468e-005	0	2.3041e-005	2.23538e-005	2.26974e-005	0.0687266	1.25893e-010	0.00742482	0.431755	0.429598
4.75468e-005	0	2.27737e-005	2.20892e-005	2.24314e-005	0.0684496	1.58489e-010	0.00747012	0.428873	0.426703
4.75468e-005	0	2.24443e-005	2.17633e-005	2.21038e-005	0.0681031	1.99526e-010	0.00752605	0.425283	0.423097
4.75468e-005	0	2.20409e-005	2.13642e-005	2.17026e-005	0.0676704	2.51189e-010	0.00759475	0.420824	0.418618
4.75468e-005	0	2.15499e-005	2.08786e-005	2.12143e-005	0.067131	3.16228e-010	0.00767859	0.415302	0.413072
4.75468e-005	0	2.0957e-005	2.02924e-005	2.06247e-005	0.0664605	3.98107e-010	0.00777997	0.408494	0.406234
4.75468e-005	0	2.02481e-005	1.95918e-005	1.99199e-005	0.0656296	5.01187e-010	0.00790117	0.400143	0.397848
4.75468e-005	0	1.94101e-005	1.87641e-005	1.90871e-005	0.0646039	6.30957e-010	0.00804386	0.389965	0.387629
4.75468e-005	0	1.84332e-005	1.77997e-005	1.81165e-005	0.063344	7.94328e-010	0.0082084	0.377658	0.375274
4.75468e-005	0	1.73126e-005	1.66945e-005	1.70036e-005	0.0618059	1e-009	0.00839283	0.36292	0.360482
4.75468e-005	0	1.60511e-005	1.54517e-005	1.57514e-005	0.0599421	1.25893e-009	0.00859138	0.345477	0.342982
4.75468e-005	0	1.46607e-005	1.40837e-005	1.43722e-005	0.0577038	1.58489e-009	0.0087927	0.325121	0.322567
4.75468e-005	0	1.31647e-005	1.26143e-005	1.28895e-005	0.0550461	1.99526e-009	0.00897768	0.301771	0.299163
4.75468e-005	0	1.15972e-005	1.10779e-005	1.13375e-005	0.0519333	2.51189e-009	0.0091179	0.275526	0.272878
4.75468e-005	0	1.00006e-005	9.51719e-006	9.75892e-006	0.0483454	3.16228e-009	0.00917536	0.246715	0.24405
4.75468e-005	0	8.42341e-006	7.98052e-006	8.20196e-006	0.0442893	3.98107e-009	0.00910465	0.215949	0.213305
4.75468e-005	0	6.91444e-006	6.51637e-006	6.7154e-006	0.0398071	5.01187e-009	0.00885928	0.184115	0.181542
4.75468e-005	0	5.5183e-006	5.16846e-006	5.34338e-006	0.0349835	6.30957e-009	0.00840192	0.152329	0.149889
